Participante,Fitness,Num_Features,Indices
S01,0.7791,28,"[5, 10, 12, 13, 20, 22, 32, 33, 37, 38, 39, 40, 43, 45, 46, 48, 50, 54, 55, 60, 62, 68, 69, 73, 74, 78, 80, 92]"
