Fecha_Hora,Participante,Fitness,Num_Features,Indices,Algoritmo,Sol_per_Pop,Num_Generations,Mutation_Pct,Weight_Factor
2026-01-31 16:04:21,S01,0.7322,32,"1,3,6,9,10,13,15,20,22,26,27,34,38,39,41,43,46,49,54,55,59,62,68,71,73,74,75,78,86,87,92,94",Genético (PyGAD),70,50,10,0.5
