0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,Label
-3.1077089384402656e-06,-1.3247041323200056e-06,-1.901470703767996e-06,-4.171882035617817e-06,-7.70266398604847e-06,7.69367673964288e-06,5.14622159109354e-06,-3.3278709535029774e-06,1.0023834279588844e-05,4.922589262217965e-06,-4.982751078287806e-06,1.835449239804022e-06,-9.095885616983618e-06,4.1832940190208057e-07,-9.381413781326245e-06,-1.6861462964692044e-06,1.4745398117254772e-05,-2.6080031461464914e-06,-2.591896742631879e-06,2.9730312591085154e-07,-7.061757320882656e-06,5.455220990108668e-06,-5.914734273006728e-06,5.1459289081669286e-06,1.0100560877308356e-06,3.097369535975867e-06,7.403092829017071e-06,-7.235954516026653e-06,1.5589862747719667e-07,-1.3570115655841296e-05,-7.812216003591203e-06,1.545813015097784e-06,9.69187390271116e-07,-1.731657174600067e-06,3.479217390838423e-06,3.915478204812284e-06,-2.531852387351286e-06,7.969747060955547e-07,-7.969634898903922e-06,8.248931854954016e-06,-6.047203116784135e-06,7.277564336781914e-06,-3.1549526843612157e-07,5.6529847620679536e-06,8.290118651663612e-06,-5.261804957842719e-06,1.2150808111842583e-07,2.266590749132702e-07,1.6555018676382988e-06,-1.6922532103374888e-06,7.696087071430229e-07,-3.213208430986408e-06,-5.0363773974096055e-06,2.1946161199397465e-06,2.2057716923832874e-06,-2.792721515943618e-06,1.591062384233122e-06,2.006433360900755e-06,6.945075768375151e-07,-8.187022910707099e-07,-5.294451084161688e-06,-1.3258747130515334e-06,2.536689936076616e-06,3.2415460010904916e-06,-3.9732604652896884e-06,-4.8002707446876605e-06,3.857062848254633e-06,-4.4572247233237464e-06,-7.806866188514596e-07,1.4933923190710165e-06,-2.58192673519593e-07,-2.3639570780866672e-06,5.047110625462276e-06,5.855055399637161e-07,-4.3038513820121325e-06,5.503756532081931e-06,-3.635781180741011e-06,-1.0580228579142963e-06,-9.394751575956924e-07,3.433507763290001e-06,-5.2329431054814166e-06,9.702850649922833e-07,2.011864580335356e-06,-3.1086725482397734e-06,4.7616792655468413e-07,-3.7588160128050764e-06,-3.39523823348415e-06,-1.863480744420849e-06,1.3899739813694556e-06,2.4027568261742677e-06,-3.418471067594764e-06,-5.89325858941936e-07,-5.856912854758975e-06,-3.660876291610348e-06,-1.7564764291784988e-06,-9.134089639288962e-07,1.0
2.3197788774774074e-06,-4.068204754109794e-06,-9.435820461347052e-06,-5.110834247974257e-07,-1.0905002013415044e-06,-2.540189389226847e-06,5.225508522012412e-06,-9.083622669173036e-06,6.860056566820558e-06,2.308778949417402e-06,2.9626530271262325e-06,-5.857242912957468e-06,6.159520515990356e-06,-9.207861512851972e-06,3.161099942251842e-06,-1.339319218224223e-05,-1.5888943606408638e-05,8.869277039327491e-06,1.0974380287218471e-06,-1.5585483785425522e-05,1.653548667881119e-05,-1.2171616802625686e-05,-5.5628436563125055e-06,1.8962348638561945e-05,-6.749503875612466e-06,-8.001643408613646e-07,1.732957793180158e-05,-8.314336850663818e-06,2.6431822740048177e-06,3.2945241139496765e-06,-8.762411309902502e-06,-6.98928405829161e-07,-1.7642323080821023e-06,4.613525240784287e-06,-2.4674387295462584e-06,-7.977606389575292e-07,-3.654619018435981e-06,-2.4741637811327866e-06,1.9343193034238985e-07,1.7903965234289403e-06,-1.7470241971275189e-06,5.895654898322476e-06,-2.940963686893083e-06,-5.231254753168637e-06,4.139093292468297e-06,6.167153725961276e-07,2.4735952467385926e-06,-5.631176826262025e-08,-6.018317382460137e-08,-6.1975299847285075e-06,6.709779275349965e-07,-1.2559545677262998e-06,3.2150990385475264e-07,-2.0460346872469327e-06,7.414118607540375e-07,8.654120098742805e-07,-4.0901768964784015e-07,7.776354920846968e-07,1.6349685885833452e-06,-3.3999764653080575e-06,-2.175381775512285e-06,2.6924226886172142e-06,-2.8786428068236886e-06,-8.653894298885966e-07,3.6456412471817e-08,-1.0019636535309728e-06,6.9274690993398465e-06,5.685776462108111e-06,-4.21117872504386e-06,-8.320707680122875e-06,3.900505770898997e-06,-7.953663806642298e-06,-1.5588380013412834e-06,1.6665769034742426e-06,-1.3136109403961314e-06,-6.885463854794103e-07,-1.6565637978084923e-06,-4.276665107445003e-06,-3.5134772634965694e-07,1.1881805299822411e-06,-5.827786828272493e-06,7.816392191406507e-06,4.7252799486083793e-07,-3.364636711203509e-06,7.585493790027361e-06,-2.708073774963408e-06,7.598022449294741e-06,-3.2802781986748198e-06,5.412755660401332e-07,-5.666776545482537e-06,-4.2963119315781026e-06,1.0931406834856233e-05,-5.706684529163037e-06,-2.5377620841084822e-06,3.4640921395054817e-06,2.911978866559358e-07,1.0
-1.182072852074262e-06,1.0941802934536057e-05,-9.71619920000938e-06,3.443966809124712e-06,5.179842062396737e-06,-4.327072890916369e-06,7.295380431312314e-06,-4.2482837908851176e-06,3.976928553595603e-06,7.0630142970284676e-06,4.014646587002738e-06,-9.671189175722587e-06,-3.2730873143348224e-06,-7.872578248663971e-07,3.1851340831144895e-06,-1.517579158645366e-06,4.7842657178233145e-06,-7.870822423572885e-07,5.256237760194305e-06,-3.2022051555900433e-06,3.744499664664528e-06,-1.8172125467417392e-07,1.2719169755436582e-05,2.0459489046062157e-06,2.5156740600043574e-06,-1.5195525000816492e-06,8.761841290635756e-06,-8.320957787302501e-07,-5.234456474624539e-06,-5.9743622403160315e-06,-9.151992948637957e-06,3.3199388346080255e-06,3.919499151963496e-06,-2.796685893362536e-06,-1.1523567158384432e-06,3.191551348255457e-06,5.0659922341327325e-06,-4.065514493071295e-06,-2.6183081142377816e-06,-4.561892164504907e-07,-1.3179869805397452e-06,-1.3515522842622982e-06,1.0626589830414851e-06,-6.9130681183817405e-06,2.8920341793306114e-06,6.287558333985555e-06,3.8030740900339418e-06,6.459701341955514e-07,7.226604449696509e-06,-1.7145401058554043e-06,-2.4047044246796733e-07,2.8135806183141262e-06,-1.2157862857504671e-06,2.4618787840376017e-06,-1.1254397307256772e-06,1.6480025837816783e-06,-2.7508151640171553e-07,4.188324368459047e-07,-4.185446828663371e-06,8.700189992603833e-06,-6.038257328567165e-06,1.8439805006191705e-07,2.3680701709307624e-06,-3.55151039471234e-06,-3.1068925820660705e-06,3.8431911540935275e-06,5.719289126089902e-06,2.65286379729072e-06,3.0163649174867095e-06,-4.373397772943559e-06,2.3614939678281475e-06,-2.5491229608588225e-06,2.0870025179739954e-06,1.7774859195091201e-06,-9.54556117037262e-07,-1.9688404171058525e-06,2.80593318993688e-07,1.088906109136405e-06,-1.4626488384172545e-06,1.6358393166212908e-06,-3.0883196397371473e-06,-2.952184820316098e-06,1.981856982866548e-06,-1.0377561393816543e-06,-3.7424615572521214e-06,-3.9005039419646403e-07,2.979045689701556e-06,-1.7162372583685898e-06,5.424268520939358e-06,-2.6490988792200736e-06,2.9757484258055016e-06,8.376475595936947e-06,7.452037226882967e-07,-1.7298559826312857e-07,-1.9789386345850766e-07,-6.746528352121852e-06,1.0
-2.4566747782591407e-06,6.598204598176344e-06,-2.7683129002154894e-06,1.5711407115324416e-05,-1.4559975432495156e-05,8.18144068181257e-06,-1.3108688423066438e-06,-2.379309954350939e-06,-1.0180250448221495e-06,8.89188389883414e-06,7.774643581014197e-07,2.997140740120017e-06,-3.6389952069050314e-06,-8.708936905996773e-06,-6.748565822620888e-07,-4.037215564548368e-06,4.591069396337565e-06,4.003150096448935e-06,-3.258636005773766e-06,1.5374787446633465e-05,-1.9238150040806535e-06,4.218899869901248e-06,-3.890977793574332e-06,-7.955182141068803e-06,6.276579813560204e-07,7.929499824716592e-06,-4.760095119178466e-06,2.293119976461702e-06,-4.421576218618456e-06,-4.137575715245512e-06,2.6819034703329767e-07,-1.8183643626193455e-06,-2.7877728505066144e-06,1.5573233297401157e-06,-3.4498609521492138e-06,3.3713236265014725e-06,-3.59509473202153e-06,-1.0977999292273595e-06,4.6120944983140786e-06,3.425808075511468e-07,1.6758222872591594e-06,-1.2828231966406696e-06,-3.293967477422e-06,2.9644798412845148e-06,-6.670793610701372e-06,4.218481230976697e-06,7.939509243927051e-06,-6.522637692438773e-06,-2.775408217056444e-06,2.1684819374150437e-06,-4.405379496148381e-07,4.179595615701776e-06,1.2831102828529201e-06,-5.794179980878051e-07,2.2721680506850828e-06,1.7127994900547719e-06,3.8094244886651705e-06,-3.267734971783783e-06,1.272595406795244e-06,-4.1213657772288974e-07,-1.4181683748742416e-06,-1.107661738384768e-06,-1.8938871076584213e-06,-6.898231242172634e-06,2.027165541648201e-06,1.2923390001992951e-06,-2.478412739320778e-06,2.411341336227336e-06,-1.6903587947562968e-06,-3.451630040008034e-06,6.883949226856425e-06,6.943049570324416e-07,-4.650322731743075e-07,2.178500641084299e-06,-3.759798320891643e-07,1.74789593983629e-06,-1.094585838241571e-06,6.913087686413766e-07,1.8655258475880471e-06,-5.480717482012533e-06,-3.64577327489266e-06,3.969408498927445e-06,-4.313649245932377e-07,-5.297490042458225e-07,-1.3034598757547463e-06,-3.3931732784595414e-06,4.992808091962824e-06,5.80966552849557e-06,-4.190473438971766e-06,5.272613115114871e-07,-3.2672000821917627e-06,-2.226592171322871e-06,1.0493085155645586e-05,-2.996858081451658e-07,-1.1346520253151545e-06,3.771874677266635e-06,1.0
3.6519246312998863e-07,2.368627214859126e-06,1.2184781003675638e-06,-2.5813742534740768e-06,-2.0480363639599204e-06,4.1626152917054415e-06,-4.602050272302134e-06,-7.347937169399829e-06,-2.688348732891932e-06,2.633555605217665e-06,6.511136906918351e-06,-1.8289382865350683e-06,-3.217740385902402e-06,-2.3569384087085497e-06,3.7121963656959034e-07,2.3277852412736544e-06,-2.9556317877226114e-06,1.2589834863053746e-05,-1.3330777212721835e-05,6.165871876302053e-06,-9.723361176875799e-07,-3.006955426743004e-06,-3.0089115139096514e-07,-5.172175044245203e-06,-3.960985778637281e-06,1.342359813166895e-05,-8.068364182821649e-06,-4.324960583445915e-06,1.3101210964104106e-06,1.134303776396132e-06,2.12347314228969e-06,-7.607936236985572e-06,2.288746090846369e-06,-6.18277527013008e-06,-1.8222367638387263e-06,-1.944493883472989e-06,-2.1073739540929493e-06,-2.9563071064938144e-06,8.247278899534063e-07,1.3016187229979668e-08,5.472914406684986e-08,3.3908505677941573e-06,4.923705159553772e-07,-2.2915505123053887e-06,4.489037315461757e-06,-1.6899175562564603e-07,-2.870475582605666e-06,-4.724345925587672e-06,5.726338369621866e-07,6.548033158580503e-06,1.6864528147505303e-07,3.1088513436467384e-08,3.1866329642454734e-06,-4.994502662583025e-07,-1.3580639680682593e-06,-2.6313233543675898e-06,3.1371389012719653e-06,2.551821257967498e-06,-3.1716834254719388e-06,1.2119974035643526e-06,-2.7164877854591336e-06,-2.8679622926513513e-06,-1.6110149346155775e-06,-5.11325719836833e-06,-4.375862209244977e-07,-7.524855260053108e-06,5.509084438016974e-06,2.776615065273938e-06,1.8350862561219921e-06,1.2930277766071726e-06,1.0043871302287952e-06,-2.4905201857050825e-06,-8.335597534608409e-07,4.143908356348993e-07,-3.169490333007835e-06,-1.3191135149325186e-06,-3.0185964794771796e-06,2.066759984069401e-06,2.7298450193321513e-07,5.8235332848677084e-06,-2.9029323673728978e-06,-1.2456536073596535e-06,1.7266715974333318e-06,1.3780099346364326e-06,1.5548445639048604e-06,6.795127973580925e-06,-3.564741488454228e-06,-2.897646109608419e-06,4.0237829925696555e-06,4.4855581252201645e-06,-4.022659318240027e-06,6.654667020712745e-06,2.1377817431444945e-06,-9.395441171728327e-07,4.417333110795145e-06,1.0204654745022826e-06,1.0
-1.915032321687782e-06,-8.875621547359661e-06,-3.1477213865228364e-06,3.78427744369599e-07,-5.16732984329951e-06,-5.915463346254542e-06,6.834260247538722e-06,2.2907375046152694e-07,-1.6374831481134527e-05,-7.727513450778559e-07,7.663013830697508e-06,-2.614407684471653e-06,8.694079509879443e-06,1.1889193280452728e-05,-1.1991971816626935e-05,7.421514399291659e-07,2.4667452109319965e-05,-1.828447168309769e-05,1.1322331321140163e-05,1.5060096045918224e-05,-2.113826550594563e-05,2.2253168129453846e-06,1.6134887380839242e-05,-2.9854194721017057e-05,9.064957052761202e-06,1.8225891339663828e-06,-2.168611129511638e-05,3.1782452407066217e-06,8.743710735385566e-06,-8.170470018091953e-06,1.0061362476684999e-05,1.4942936567876607e-06,-4.882060573244125e-06,2.650924928392902e-06,1.4485551043520778e-07,4.6023428703158745e-06,2.8822427177240628e-06,2.465350628390826e-06,-1.8580906442244525e-06,-2.3306255295880298e-07,-4.217732238703734e-06,6.462485342658557e-06,3.960666994903348e-06,1.042524574347975e-06,-3.4437083641768834e-06,1.3439695136670615e-07,2.532184040991555e-07,-4.119671179467752e-06,8.413076901018371e-07,3.960354152664801e-06,-2.262007576309368e-06,4.879320273608166e-06,-7.071956754916923e-07,-2.386270356067077e-06,-8.755934017539238e-07,1.2406739239377586e-06,7.504241466251318e-06,-3.1972995793767703e-07,-3.4929441557488646e-06,-6.466223174390111e-07,-4.527340052261004e-06,1.4881088380240063e-07,-3.4901542485249695e-07,-3.2455490184834024e-06,4.6856902641895585e-06,-1.2217992574562012e-07,-3.0693296392496723e-06,2.1865418690928283e-06,-3.288537443998693e-07,1.9065366077818497e-06,-2.2677839890069517e-07,1.326759882730239e-06,-6.748631959231408e-06,4.553574374099541e-06,9.252592239625131e-06,3.565820142671907e-06,2.7700528443807756e-06,1.0034907637881077e-06,9.675535484992589e-08,3.1300161997109458e-06,-2.356291741024843e-06,-4.03710545504593e-06,-1.3617970303887122e-07,4.620384180714222e-06,1.33917201745714e-06,3.1263343340469268e-06,-6.10015484033445e-07,8.914126991890469e-07,-4.813997631660147e-06,8.489534023147686e-06,3.0373181459588457e-06,-5.118954458037788e-06,3.0522121909195527e-06,-3.361815670096872e-06,2.1884013074356667e-07,6.871191221363264e-06,1.0
-4.6446263946354287e-07,1.955028755226208e-06,8.105663260641316e-06,-1.7216913519382576e-06,-5.138049414146516e-06,1.2199113891364933e-06,2.595104623242383e-06,3.878303730075552e-06,1.8204085229222744e-06,-2.9587449837535624e-06,-1.3248227523440044e-06,7.629502894589564e-06,8.059514540497798e-07,3.6792998961304754e-06,-1.1830987800613457e-05,8.75894015264242e-06,7.1654921266839874e-06,-9.217871400915703e-06,1.1024168704206202e-05,3.28529436852865e-06,-5.817363059613269e-06,1.520039199690399e-05,6.799280343623386e-06,-1.6212444325752047e-05,2.3416520672714324e-06,2.151965277843469e-05,-1.7719547123445762e-05,9.432599711309195e-06,1.151716970283996e-06,-8.6442716358213e-06,1.6002122042495427e-05,-1.195842151179283e-05,-2.454245261176794e-07,-2.3017824865747935e-06,-1.94195864739974e-06,2.806612699972329e-07,3.861327547984293e-06,3.5146899994731924e-07,-1.6104626145516889e-06,6.63649382963197e-07,2.7702936026630657e-06,-1.4268329124489592e-06,-3.978341960498639e-06,2.412571594258847e-06,-2.1471072320449047e-06,2.0786178362094113e-06,-1.9359834022050916e-06,-5.592596302828569e-07,-5.5356741932462105e-06,-2.0286363823798087e-06,2.457387047120221e-07,-3.9308690063075903e-07,3.5203240197491185e-06,1.6851419619423968e-06,9.256165165340339e-07,2.777813316763382e-06,3.170145724414025e-06,-6.95576265133276e-06,5.3195755324034135e-06,-3.7291092262287084e-06,-6.995810143381395e-06,-2.6492108832208797e-06,3.5032187952739252e-06,-1.9232471108697864e-06,1.7192957371847115e-06,1.516504392160316e-06,-1.1829766457532313e-06,5.81539663781843e-06,-1.672374780980144e-06,1.2956085213414487e-06,-1.209097545503165e-06,-1.853850097823746e-06,3.7010841523135285e-07,1.557437413820098e-06,-1.7605199512568797e-06,2.8179746009673645e-07,1.863984879228361e-06,5.692286837243556e-06,-5.592672546022662e-06,-9.876707743010746e-07,1.3237739297091888e-06,4.978541270130387e-06,-1.3714923045069003e-07,4.218066477977852e-06,3.2107984339667936e-06,-8.905484284198536e-07,-8.293919256283952e-06,5.355758941027045e-06,-3.1431714575502596e-06,-1.647967636592934e-07,3.6625160833460706e-06,2.1711068321625647e-06,-5.14445260910399e-07,3.3042196687863954e-06,-2.2064489815132074e-06,5.820813108010035e-06,1.0
1.3334266892433525e-06,3.4163971974318012e-06,-1.177956116261232e-06,1.3862067282991103e-05,-4.801030511748653e-06,6.74153883766063e-06,1.2785958444472099e-05,-1.3403904312728802e-05,1.0103362627585852e-05,9.350860002852874e-06,-1.057735434523757e-06,1.419675230741135e-06,-4.738967674873455e-06,6.111207245712683e-06,4.734989242642733e-06,2.6589839332913965e-07,-2.7463492386005895e-06,-1.205121575123811e-06,-9.336942472099143e-06,1.3600236655617302e-05,-6.756325613458697e-06,-6.349532972611622e-06,2.811141241542424e-05,-2.1114412322993333e-05,5.326082998713463e-06,1.0573313843457269e-05,-1.6874960604236578e-05,-2.375124718470898e-06,6.8938495959907e-06,-2.635410840409916e-06,6.377687870599956e-06,4.49347153910797e-06,-1.0439756255102335e-06,-4.782294415792467e-06,-2.7048826629335e-06,1.1215859788370544e-06,-3.420244143473229e-07,1.6700595995994105e-06,3.0916101580058343e-06,5.214214510818252e-07,-1.86658749005855e-06,7.842349965089577e-07,6.2947173139551996e-06,-4.980502629764126e-06,-6.155155359960387e-06,3.2191762496691193e-06,-4.6972188790173465e-06,-2.0639457204106395e-06,3.835555895578873e-06,-5.615070005824131e-06,-2.744877063755439e-06,1.9205479633747592e-06,-1.516798682988202e-06,-1.2254435763093744e-06,1.0224221315356042e-06,-2.147942096566802e-06,-8.500830134748408e-07,-7.208209072321871e-06,2.111577059513171e-06,4.705264579498796e-06,2.5955380544921157e-06,-2.1280654402141655e-06,1.3181811500000237e-06,4.1946595969020796e-07,3.819097439228134e-06,-6.790596444315385e-07,1.3190635084664521e-06,1.738279645506405e-06,1.8267457614869585e-06,-4.96581434605424e-06,5.289905556374711e-06,-3.0649829760620417e-06,-1.8458186245873072e-06,4.792664287953651e-06,2.022112766030151e-06,-5.343554289348919e-06,1.4684006866691094e-06,1.779622297828199e-06,-1.3023096222599681e-06,-2.3024339632079926e-06,3.5580216808145572e-06,-8.231678700035171e-06,-2.732192784859767e-07,5.465158992967366e-06,3.5542008418282e-07,2.072110340740775e-06,2.410246321047948e-06,-3.7264169910108746e-06,6.405821987081271e-08,-2.710292883511893e-06,-3.6934308189174157e-06,-1.7588182986990058e-06,2.2327690811598296e-06,2.81880906856575e-06,-3.3569883768490103e-06,2.7439835570425637e-06,1.0
1.7705068930568632e-06,5.2227064144433775e-06,-6.009723826058645e-06,-8.84711225813979e-07,-2.3810833668316067e-06,-6.168865020628962e-07,1.1991823125851461e-06,-1.4379174677044063e-06,5.8578860929535094e-06,-4.150580738711135e-06,2.2521246313925867e-06,-2.5950274512041577e-06,-6.199139283493429e-06,8.382396653429361e-06,-1.0412832721030824e-05,1.0202765683348132e-05,-3.4728896538258155e-06,5.1948787654302215e-06,-8.029868547251351e-06,-1.3559032965121353e-06,1.970014996298165e-06,-1.8880671176192682e-07,-1.6787491313481277e-06,2.8878539413064756e-06,-3.892351749102939e-06,-1.3765348262028125e-06,2.2189504976837336e-06,5.815913412188402e-06,-2.2777726820744858e-06,1.0226317323668712e-06,-2.5201894209517603e-06,-4.919000680747542e-06,-5.650911375599571e-07,-2.921861053404011e-06,1.4838747211269734e-06,-2.4884068461212954e-06,-2.539766862787293e-06,4.989926000560637e-06,1.9826813869758066e-07,-2.0455374844700094e-06,-2.5283831626201614e-06,2.713834753265936e-06,-3.2150168029709262e-06,-1.792556643739623e-06,5.875870599360633e-07,6.386873643870704e-06,-8.520406137308591e-07,-3.298605184803933e-06,-1.5267846582660626e-06,-7.972932611500008e-08,-2.50170994588962e-06,-2.304021431462556e-06,-2.6257440186173828e-06,2.85686936141304e-06,-2.6457579599894723e-06,3.340674501712705e-06,-1.2812030259652736e-06,1.7930855873794887e-06,-9.438675597997079e-08,-2.195964977629742e-06,-1.7647698092685826e-06,1.6442948844837292e-06,-2.6963758536806233e-06,-1.643041562680611e-06,3.4194585062328325e-06,3.6663808588325326e-06,-4.362949283163545e-06,-1.6365601586247046e-06,-9.68732952297114e-07,-6.188887168978286e-07,-2.1303292584551521e-07,2.671618361522141e-06,4.762474225802864e-06,-1.258469418007712e-06,-2.6374619915394944e-06,1.7214050910481588e-07,-1.1867456593778827e-06,9.236044139150133e-08,2.615239836911041e-06,-2.861870423345905e-06,2.475797784235439e-06,8.634203704300063e-07,4.957084138539428e-06,2.821468496406035e-06,-3.251686609456696e-06,5.039678305566937e-07,-4.7917675030284425e-06,-8.503851308769025e-07,1.0176364444519821e-06,-6.531831590417197e-07,2.9667164580784315e-06,1.2305427767805776e-06,-5.957469016287192e-06,-8.013618915660174e-07,-6.32887007172221e-06,2.5220442556478814e-06,1.0
-1.3380213909192274e-05,-9.650670795478844e-07,7.828855729430965e-06,2.2545012231267543e-06,6.180838632486003e-06,-1.4887643099159574e-06,-5.95245684860319e-06,1.3131597442304985e-06,-1.173827607822462e-05,-3.0316593586719765e-06,4.7134926961920025e-06,-8.888073748363546e-06,1.2455169354396121e-05,-2.641140899668551e-07,-7.535419332655692e-06,1.9476090364517994e-05,3.4929251714801493e-07,-3.6491101003458018e-06,4.4319600444308175e-06,-1.4507254015714828e-05,-3.6602466768274813e-08,1.6598492411035293e-05,-8.271005386849701e-06,1.1734208432404862e-06,1.1647057206045682e-05,-1.5587695288851655e-05,7.285180105512397e-06,1.311572952280097e-06,-8.873720664810603e-06,5.408041534564198e-06,1.3761762141820836e-05,5.268820957321648e-06,4.532564347846952e-06,3.567927898158886e-07,4.850858509934847e-07,-6.264622316096334e-06,-9.401581471976138e-09,9.563592723874387e-07,-2.049232816204565e-06,-1.0099807693087559e-06,-1.4961695183513642e-06,1.835140512890849e-07,2.3458216977856865e-06,8.690961171420378e-06,7.085314060181545e-07,3.469725947575063e-07,-5.114289561207366e-06,2.2998212867979848e-07,6.380911677323393e-07,-4.735979527372704e-07,1.4825568024070123e-06,3.1983719443565285e-06,1.3470747120966015e-06,3.962519843895119e-06,-7.457909925295593e-07,6.918554025622377e-06,-2.0263774684335553e-06,4.5037735302082535e-06,-6.482820164920472e-06,9.360670643565196e-07,4.588437690178514e-06,-6.463322612459167e-06,2.0041913464218207e-06,1.713889113252374e-06,-3.9196388413670315e-06,2.902004474763576e-06,4.658379451541331e-07,-5.961720351923352e-06,-2.3767593173228445e-06,7.4534073992045906e-06,-2.551565926641524e-06,1.8608453117480573e-06,3.8026572805737937e-06,-2.074076527334105e-06,-4.902114644126525e-06,4.331143982048634e-06,-8.327396194934587e-06,2.8062042658204696e-06,-2.959513545468385e-06,-2.1856132541084963e-06,4.910779186523077e-06,3.0580467402040374e-06,-7.499747028437471e-06,5.023008650490995e-06,1.2994361766669556e-06,2.2137668207764973e-06,-1.6955899052994016e-06,-1.8505276705641152e-06,3.434907520953858e-06,-7.59892634796739e-07,-2.888677045980525e-06,2.713841877845774e-06,-4.325563523358545e-06,1.675753109604757e-07,-3.988872104828082e-06,-8.458321126975738e-07,1.0
