Participante,Fitness,Num_Features,Indices
S01,0.7924,23,"[5, 6, 8, 10, 13, 16, 30, 31, 33, 38, 45, 46, 48, 53, 54, 60, 62, 63, 68, 71, 73, 74, 76]"
