Participante,Fitness,Num_Features,Indices
S01,0.7316,25,"[6, 10, 12, 14, 16, 18, 20, 24, 38, 39, 40, 46, 49, 53, 54, 57, 62, 66, 67, 68, 69, 72, 74, 87, 92]"
